"consecutive","dat.source","year","date","CPUE_pontastacus leptodactylus","CPUE_pacifastacus leniusculus","pontastacus leptodactylus","pacifastacus leniusculus","CPUE_faxonius limosus","CPUE_procambarus clarkii","CPUE_procambarus acutus","CPUE_procambarus virginalis","CPUE_faxonius virilis","faxonius limosus","procambarus clarkii","procambarus acutus","procambarus virginalis","faxonius virilis","nearest_river_index","VHAG","CATC","nearest_waterbody_index","WVLC","ID","distances","BEKNR","BEKNAAM","longitude","latitude","geometry"
TRUE,"craywatch_data",2024,2024-08-10,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,NA,29863,NA,NA,81773,"ANTBRM0421",107,0,4,"Benedenscheldebekken",4.24781989596338,51.1092937024363,c(4.24781989596338, 51.1092937024363)
TRUE,"craywatch_data",2024,2024-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15716,6,1,283,NA,108,0.152256228463127,4,"Benedenscheldebekken",4.26214469190818,51.0541728049074,c(4.26214469190818, 51.0541728049074)
TRUE,"craywatch_data",2024,2024-10-03,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,10614,NA,NA,7975,"ANTSOT0221",109,0,4,"Benedenscheldebekken",4.52577149591347,51.287137902416,c(4.52577149591347, 51.287137902416)
TRUE,"craywatch_data",2024,2024-07-12,0,0,0,0,0.666666666666667,0,0,0,0,1,0,0,0,0,3159,17,0,7954,NA,110,9.18118578478252,4,"Benedenscheldebekken",4.54708639590878,51.2927059024168,c(4.54708639590878, 51.2927059024168)
TRUE,"craywatch_data",2024,2024-10-20,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA,NA,NA,NA,1,NA,7157,NA,NA,7106,"ANTKAL0126",111,0,11,"Maasbekken",4.4933662918599,51.3687658047782,c(4.4933662918599, 51.3687658047782)
TRUE,"craywatch_data",2024,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,9918,2,7223,NA,112,0.0345230359149897,11,"Maasbekken",4.51036579186346,51.4264226047491,c(4.51036579186346, 51.4264226047491)
TRUE,"craywatch_data",2025,2025-07-18,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,1,NA,NA,NA,NA,12548,NA,NA,7189,"ANTKAL0156",113,0,11,"Maasbekken",4.52710939592718,51.4223627023775,c(4.52710939592718, 51.4223627023775)
FALSE,"craywatch_data",2025,2025-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,NA,NA,13940,"ANTKAL0193",114,0,11,"Maasbekken",4.5248432959284,51.4287690023755,c(4.5248432959284, 51.4287690023755)
TRUE,"craywatch_data",2024,2024-10-12,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,24311,NA,NA,82093,"ANTBRS0173",115,0.635307183317042,4,"Benedenscheldebekken",4.50020579591977,51.2870106024132,c(4.50020579591977, 51.2870106024132)
TRUE,"craywatch_data",2024,2024-08-01,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,25414,NA,NA,7977,"ANTBRS0068",116,0,4,"Benedenscheldebekken",4.53695209591228,51.3022217024129,c(4.53695209591228, 51.3022217024129)
TRUE,"craywatch_data",2024,2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,113,1,6764,NA,117,1.79853744339429,4,"Benedenscheldebekken",4.35027639596233,51.3412834023812,c(4.35027639596233, 51.3412834023812)
TRUE,"craywatch_data",2024,2024-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,113,1,6752,NA,118,2.96166669635154,4,"Benedenscheldebekken",4.37758539595579,51.3429651023837,c(4.37758539595579, 51.3429651023837)
TRUE,"craywatch_data",2024,2024-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,113,1,82002,NA,119,6.14391005235079,4,"Benedenscheldebekken",4.42912379594346,51.3463916023884,c(4.42912379594346, 51.3463916023884)
TRUE,"craywatch_data",2025,2025-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,9503,2,8216,NA,120,1.02337364736966,11,"Maasbekken",4.61466099589785,51.3482097024084,c(4.61466099589785, 51.3482097024084)
TRUE,"craywatch_data",2024,2024-08-30,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,3159,NA,NA,8211,NA,121,10.1834376859195,11,"Maasbekken",4.65357059177389,51.3360393048324,c(4.65357059177389, 51.3360393048324)
TRUE,"craywatch_data",2024,2024-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20908,17603,1,8531,NA,122,4.36774091384961,4,"Benedenscheldebekken",4.58775249589563,51.2630475024298,c(4.58775249589563, 51.2630475024298)
TRUE,"craywatch_data",2024,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20908,17603,1,8471,NA,123,0.370955890507295,4,"Benedenscheldebekken",4.59855639589142,51.2483174024352,c(4.59855639589142, 51.2483174024352)
TRUE,"craywatch_data",2024,2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7061,9503,1,7297,NA,124,0.778006680436484,11,"Maasbekken",4.64116769179772,51.421105804781,c(4.64116769179772, 51.421105804781)
TRUE,"craywatch_data",2024,2024-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8671,6557,2,66167,NA,125,2.14690909414213,8,"Dijle- en Zennebekken",4.73680599581613,50.8606110025635,c(4.73680599581613, 50.8606110025635)
TRUE,"craywatch_data",2024,2024-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5394,6919,1,66141,NA,126,0.591124264345056,8,"Dijle- en Zennebekken",4.69039639582886,50.871521702555,c(4.69039639582886, 50.871521702555)
TRUE,"craywatch_data",2024,2024-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5394,6919,1,69889,NA,127,0.392251372550546,8,"Dijle- en Zennebekken",4.67210169583254,50.8633361025553,c(4.67210169583254, 50.8633361025553)
TRUE,"craywatch_data",2024,2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17378,NA,NA,66155,"VBRLEU0026",128,0,8,"Dijle- en Zennebekken",4.71417229582211,50.86375290256,c(4.71417229582211, 50.86375290256)
TRUE,"craywatch_data",2024,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16553,NA,NA,66293,"VBRLEU0062",129,0,8,"Dijle- en Zennebekken",4.72816849582179,50.8935525025529,c(4.72816849582179, 50.8935525025529)
TRUE,"craywatch_data",2024,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16553,NA,NA,83464,"VBRLEU0129",130,0,8,"Dijle- en Zennebekken",4.72275749582322,50.894330602552,c(4.72275749582322, 50.894330602552)
TRUE,"craywatch_data",2024,2024-09-06,0,0,0,0,0,0,0,1.58333333333333,0,0,0,0,1,0,16553,NA,NA,83467,"VBRLEU0131",131,0,8,"Dijle- en Zennebekken",4.72059029582354,50.8921988025524,c(4.72059029582354, 50.8921988025524)
FALSE,"craywatch_data",2024,2024-09-06,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,1,NA,NA,NA,NA,16553,NA,NA,66318,"VBRLEU0066",132,0,8,"Dijle- en Zennebekken",4.7253162958224,50.8926286025528,c(4.7253162958224, 50.8926286025528)
TRUE,"craywatch_data",2024,2024-09-06,0,0,0,0,0,0,0,3.08333333333333,0,0,0,0,1,0,16553,NA,NA,83463,"VBRLEU0128",133,0,8,"Dijle- en Zennebekken",4.72014549582375,50.8931725025521,c(4.72014549582375, 50.8931725025521)
TRUE,"craywatch_data",2024,2024-09-05,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,16553,NA,NA,66236,"VBRLEU0051",134,0,8,"Dijle- en Zennebekken",4.72147049582338,50.8927698025524,c(4.72147049582338, 50.8927698025524)
TRUE,"craywatch_data",2024,2024-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11094,NA,NA,66219,"VBRLEU0047",135,0,8,"Dijle- en Zennebekken",4.7035973958292,50.9056413025465,c(4.7035973958292, 50.9056413025465)
TRUE,"craywatch_data",2024,2024-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24663,6919,2,67853,NA,136,0.406538594035574,8,"Dijle- en Zennebekken",4.60762129584785,50.85650960255,c(4.60762129584785, 50.85650960255)
TRUE,"craywatch_data",2024,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27665,NA,NA,63282,"VBRKRB0004",137,0,8,"Dijle- en Zennebekken",4.55070539586498,50.8846604025353,c(4.55070539586498, 50.8846604025353)
TRUE,"craywatch_data",2024,2024-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13220,NA,NA,83326,"VBRTRV0073",138,0,8,"Dijle- en Zennebekken",4.54455249586081,50.8310642025503,c(4.54455249586081, 50.8310642025503)
TRUE,"craywatch_data",2025,2025-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4862,6556,2,63835,NA,139,0.364761043226402,8,"Dijle- en Zennebekken",4.50964489586284,50.7688133025646,c(4.50964489586284, 50.7688133025646)
TRUE,"craywatch_data",2025,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4862,NA,NA,63758,"VBROVR0047",140,0,8,"Dijle- en Zennebekken",4.51858479586062,50.7687761025656,c(4.51858479586062, 50.7687761025656)
TRUE,"craywatch_data",2025,2025-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4862,NA,NA,83352,"VBROVR0149",141,0,8,"Dijle- en Zennebekken",4.5388970958558,50.7708377025673,c(4.5388970958558, 50.7708377025673)
TRUE,"craywatch_data",2025,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4862,NA,NA,63670,"VBROVR0020",142,0,8,"Dijle- en Zennebekken",4.55454229585282,50.7793222025666,c(4.55454229585282, 50.7793222025666)
TRUE,"craywatch_data",2024,2024-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10974,NA,NA,67943,"VBRROT0167",143,0,9,"Demerbekken",4.72924429582857,50.9597795025336,c(4.72924429582857, 50.9597795025336)
TRUE,"craywatch_data",2024,2024-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16449,6551,1,69943,NA,144,0.0915739754947395,8,"Dijle- en Zennebekken",4.6946367958379,50.9665100025277,c(4.6946367958379, 50.9665100025277)
TRUE,"craywatch_data",2024,2024-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25192,6559,2,64441,NA,145,0.182913463084405,8,"Dijle- en Zennebekken",4.5701581958709,50.9861762025079,c(4.5701581958709, 50.9861762025079)
TRUE,"craywatch_data",2024,2024-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25189,6558,2,64444,NA,146,0.370153937665311,8,"Dijle- en Zennebekken",4.58167329173708,50.9908156050156,c(4.58167329173708, 50.9908156050156)
TRUE,"craywatch_data",2024,2024-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18170,NA,NA,66516,"VBRHOL0137",147,0,9,"Demerbekken",4.83032669580064,50.9343435025526,c(4.83032669580064, 50.9343435025526)
TRUE,"craywatch_data",2024,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19992,7360,1,65660,NA,148,4.25132834404867,9,"Demerbekken",4.96646359577432,51.0071698025468,c(4.96646359577432, 51.0071698025468)
TRUE,"craywatch_data",2024,2024-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19992,7360,1,69591,NA,149,0.741669326527924,9,"Demerbekken",4.99128869576824,51.0085692025493,c(4.99128869576824, 51.0085692025493)
TRUE,"craywatch_data",2024,2024-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18022,7151,0,65485,NA,150,4.2736012334504,9,"Demerbekken",4.93337609578216,51.0029330025443,c(4.93337609578216, 51.0029330025443)
TRUE,"craywatch_data",2024,2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12006,7751,1,67616,NA,151,0.213226761168056,9,"Demerbekken",5.11058999574082,51.032490002556,c(5.11058999574082, 51.032490002556)
TRUE,"craywatch_data",2025,2025-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24579,7153,1,67258,NA,152,5.62551262735756,9,"Demerbekken",4.90009419576623,50.7759463026073,c(4.90009419576623, 50.7759463026073)
TRUE,"craywatch_data",2024,2024-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24619,7161,1,67268,NA,153,0.427472483412112,9,"Demerbekken",5.00260139148078,50.774973805239,c(5.00260139148078, 50.774973805239)
TRUE,"craywatch_data",2024,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,7957,1,67995,NA,154,0.550657489710487,9,"Demerbekken",5.10147339144522,50.8409316052228,c(5.10147339144522, 50.8409316052228)
TRUE,"craywatch_data",2025,2025-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,NA,NA,67407,"VBRZOU0028",155,0,9,"Demerbekken",5.12502199571679,50.8420110026138,c(5.12502199571679, 50.8420110026138)
TRUE,"craywatch_data",2025,2025-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679,7162,1,67508,NA,156,0.854923185746492,9,"Demerbekken",5.12765979572236,50.900098402597,c(5.12765979572236, 50.900098402597)
TRUE,"craywatch_data",2025,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679,7162,1,83517,NA,157,1.08499477682705,9,"Demerbekken",5.12018429572293,50.8878124025997,c(5.12018429572293, 50.8878124025997)
TRUE,"craywatch_data",2025,2025-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19384,7154,1,67508,NA,158,0.597650661950381,9,"Demerbekken",5.13327459572094,50.9000619025976,c(5.13327459572094, 50.9000619025976)
TRUE,"craywatch_data",2025,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20944,7155,1,68361,NA,159,0.177751409010099,9,"Demerbekken",5.03439329574534,50.8954866025875,c(5.03439329574534, 50.8954866025875)
TRUE,"craywatch_data",2025,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20944,7155,1,69483,NA,160,0.303459021489246,9,"Demerbekken",4.98276559575563,50.8704892025889,c(4.98276559575563, 50.8704892025889)
FALSE,"craywatch_data",2025,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24611,7159,1,80833,NA,161,0.0259250206515388,9,"Demerbekken",5.32437419567138,50.8883133026234,c(5.32437419567138, 50.8883133026234)
TRUE,"craywatch_data",2024,2024-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,42910,1,76404,NA,162,0.93629393323391,9,"Demerbekken",5.27068829569264,50.959541302596,c(5.27068829569264, 50.959541302596)
TRUE,"craywatch_data",2024,2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24711,7195,2,77021,NA,163,0.0753940660128619,9,"Demerbekken",5.29189059568788,50.9652475025968,c(5.29189059568788, 50.9652475025968)
TRUE,"craywatch_data",2024,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24711,7195,2,77021,NA,164,0.0753940660128619,9,"Demerbekken",5.29189059568788,50.9652475025968,c(5.29189059568788, 50.9652475025968)
TRUE,"craywatch_data",2025,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19002,7812,1,75404,NA,165,1.12864960046031,9,"Demerbekken",5.24211339569558,50.9197078026045,c(5.24211339569558, 50.9197078026045)
TRUE,"craywatch_data",2025,2025-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29927,7351,2,76906,NA,166,0.723587239333245,9,"Demerbekken",5.38729739566655,50.9916510026001,c(5.38729739566655, 50.9916510026001)
TRUE,"craywatch_data",2024,2024-08-31,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,29927,7351,2,78720,NA,167,0.000883757244179524,9,"Demerbekken",5.35089289567528,50.9869595025973,c(5.35089289567528, 50.9869595025973)
TRUE,"craywatch_data",2024,2024-08-09,0,0,0,0,0.416666666666667,0,0,0,0,1,0,0,0,0,28503,NA,NA,83949,"LIMZNH0539",168,0,9,"Demerbekken",5.31638179568396,50.9864473025934,c(5.31638179568396, 50.9864473025934)
TRUE,"craywatch_data",2025,2025-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231,NA,NA,71936,"LIMHHE0114",169,0,9,"Demerbekken",5.4219621956622,51.033031302592,c(5.4219621956622, 51.033031302592)
TRUE,"craywatch_data",2025,2025-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27825,7775,2,74443,NA,170,0.847560639261872,9,"Demerbekken",5.35641179567944,51.0387988025826,c(5.35641179567944, 51.0387988025826)
TRUE,"craywatch_data",2024,2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231,7623,2,76451,NA,171,0.731498280330986,9,"Demerbekken",5.25977649569964,50.9991189025831,c(5.25977649569964, 50.9991189025831)
TRUE,"craywatch_data",2024,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179,7196,1,76014,NA,172,1.02158017750549,9,"Demerbekken",5.17299449571884,50.9738454025804,c(5.17299449571884, 50.9738454025804)
TRUE,"craywatch_data",2025,2025-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19002,7812,1,81509,NA,173,4.90173669306821,9,"Demerbekken",5.30750969567569,50.8886293026213,c(5.30750969567569, 50.8886293026213)
TRUE,"craywatch_data",2024,2024-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12222,7629,2,71059,NA,174,2.88761312126965,9,"Demerbekken",5.22876819571205,51.0419336025669,c(5.22876819571205, 51.0419336025669)
TRUE,"craywatch_data",2024,2024-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024,7455,2,74041,NA,175,1.30307375489184,9,"Demerbekken",5.23716409571182,51.0596175025626,c(5.23716409571182, 51.0596175025626)
TRUE,"craywatch_data",2024,2024-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24603,7157,2,71007,NA,176,0.336478398024364,9,"Demerbekken",5.25557379570818,51.069063102562,c(5.25557379570818, 51.069063102562)
TRUE,"craywatch_data",2024,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15780,NA,NA,71862,"LIMBRG0217",177,0,9,"Demerbekken",5.32603999569162,51.0807552025667,c(5.32603999569162, 51.0807552025667)
TRUE,"craywatch_data",2024,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24687,7151,1,79102,NA,178,1.43339916744683,9,"Demerbekken",5.3959186539774,50.9238133512437,c(5.3959186539774, 50.9238133512437)
TRUE,"craywatch_data",2024,2024-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23839,8038,2,83989,NA,179,0.797981906431956,9,"Demerbekken",5.47198279564145,50.95823010262,c(5.47198279564145, 50.95823010262)
TRUE,"craywatch_data",2024,2024-10-29,0,0,0,0,0,0,0.666666666666667,0,0,0,0,1,0,0,13831,NA,NA,84048,"LIMLNK0237",180,0,11,"Maasbekken",5.6634399911805,50.9361600052984,c(5.6634399911805, 50.9361600052984)
TRUE,"craywatch_data",2025,2025-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7996,9505,1,83765,NA,181,4.39900986022456,11,"Maasbekken",5.81188699557272,51.1257380026104,c(5.81188699557272, 51.1257380026104)
TRUE,"craywatch_data",2024,2024-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19409,9967,1,92722,NA,182,3.89493548242069,NA,NA,5.77957369558594,51.1717186025929,c(5.77957369558594, 51.1717186025929)
FALSE,"craywatch_data",2024,2024-09-02,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,1,NA,NA,NA,NA,7996,9505,1,72979,NA,183,0.204567876971566,11,"Maasbekken",5.75200999118191,51.1527600051906,c(5.75200999118191, 51.1527600051906)
TRUE,"craywatch_data",2024,2024-08-25,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,8603,18258,9,72671,NA,184,1.55025364549378,11,"Maasbekken",5.70584099120674,51.1584440051764,c(5.70584099120674, 51.1584440051764)
FALSE,"craywatch_data",2024,2024-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19409,9967,1,72965,NA,185,1.95960460473495,11,"Maasbekken",5.76991459117643,51.1698770051846,c(5.76991459117643, 51.1698770051846)
TRUE,"craywatch_data",2024,2024-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19409,9967,1,72989,NA,186,0.415836969125278,11,"Maasbekken",5.7399778911906,51.1645167051808,c(5.7399778911906, 51.1645167051808)
TRUE,"craywatch_data",2024,2024-07-20,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,772,NA,NA,72913,NA,187,10.3020396268349,11,"Maasbekken",5.7754727911695,51.1508565051972,c(5.7754727911695, 51.1508565051972)
TRUE,"craywatch_data",2025,2025-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5948,NA,NA,91023,NA,188,31.7728571543004,11,"Maasbekken",5.77293659557586,51.0622554026246,c(5.77293659557586, 51.0622554026246)
TRUE,"craywatch_data",2024,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24751,9505,2,72326,NA,189,1.21943576614489,11,"Maasbekken",5.51500789129672,51.1244491051517,c(5.51500789129672, 51.1244491051517)
TRUE,"craywatch_data",2025,2025-07-12,0,0,0,0,0,2.25,0,0,0,0,1,0,0,0,2200,10004,1,83792,NA,190,0.141550670171591,11,"Maasbekken",5.80913299557109,51.1040778026165,c(5.80913299557109, 51.1040778026165)
TRUE,"craywatch_data",2024,2024-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24543,9823,2,73945,NA,191,0.732627325947158,11,"Maasbekken",5.7137229911883,51.0913630052179,c(5.7137229911883, 51.0913630052179)
TRUE,"craywatch_data",2025,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,10004,1,72032,NA,192,0.204812536884229,11,"Maasbekken",5.63567209561032,51.0563721026101,c(5.63567209561032, 51.0563721026101)
TRUE,"craywatch_data",2025,2025-07-12,0,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,5948,NA,NA,83758,"LIMMSK0456",193,0,11,"Maasbekken",5.80695419557099,51.097887102618,c(5.80695419557099, 51.097887102618)
TRUE,"craywatch_data",2024,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24687,7151,1,77772,NA,194,0.1153380711122,9,"Demerbekken",5.50638729562531,50.8898258026444,c(5.50638729562531, 50.8898258026444)
TRUE,"craywatch_data",2024,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9230,NA,NA,84150,"LIMBIL0339",195,0,9,"Demerbekken",5.5139926956205,50.8633251026532,c(5.5139926956205, 50.8633251026532)
TRUE,"craywatch_data",2024,2024-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24447,7642,2,79054,NA,196,3.40162431665493,9,"Demerbekken",5.54860439561492,50.8932569026484,c(5.54860439561492, 50.8932569026484)
TRUE,"craywatch_data",2024,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19777,9512,1,75098,NA,197,0.628101217109681,11,"Maasbekken",5.43624499567493,51.1860190025486,c(5.43624499567493, 51.1860190025486)
TRUE,"craywatch_data",2024,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19777,9512,1,83661,NA,198,2.33625262091967,11,"Maasbekken",5.43633899567359,51.1736480025522,c(5.43633899567359, 51.1736480025522)
TRUE,"craywatch_data",2024,2024-09-02,0,0,0,0,0.416666666666667,0,0,0,0,1,0,0,0,0,12475,NA,NA,70705,"LIMNEE0119",199,0,11,"Maasbekken",5.41702999568644,51.2484110025281,c(5.41702999568644, 51.2484110025281)
TRUE,"craywatch_data",2024,2024-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19777,9512,1,74388,NA,200,0.412051493539742,11,"Maasbekken",5.42148579568398,51.2358368025322,c(5.42148579568398, 51.2358368025322)
TRUE,"craywatch_data",2024,2024-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19777,9512,1,70560,NA,201,2.75681272117821,11,"Maasbekken",5.42841949568563,51.2679807025237,c(5.42841949568563, 51.2679807025237)
TRUE,"craywatch_data",2025,2025-06-28,NA,NA,NA,NA,1.33333333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,5447,263,2,72491,NA,202,1.5345036744473,11,"Maasbekken",5.55741109564663,51.2091835025558,c(5.55741109564663, 51.2091835025558)
TRUE,"craywatch_data",2025,2025-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29990,71395,1,81455,NA,203,0.603814414686281,11,"Maasbekken",5.48658429567393,51.296687602522,c(5.48658429567393, 51.296687602522)
TRUE,"craywatch_data",2025,2025-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24759,9508,2,75131,NA,204,0.335160071951246,11,"Maasbekken",5.49540269566107,51.1967998025523,c(5.49540269566107, 51.1967998025523)
TRUE,"craywatch_data",2025,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12006,7751,1,67650,NA,205,0.29019454434496,9,"Demerbekken",5.12093919573948,51.0442797025537,c(5.12093919573948, 51.0442797025537)
TRUE,"craywatch_data",2025,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,8503,1,17565,NA,206,1.32507672196809,10,"Netebekken",5.0587993957588,51.0790464025363,c(5.0587993957588, 51.0790464025363)
TRUE,"craywatch_data",2025,2025-08-14,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,1,NA,NA,NA,1217,8503,1,70932,NA,207,0.805243058261049,10,"Netebekken",5.09390289575036,51.0826020025394,c(5.09390289575036, 51.0826020025394)
TRUE,"craywatch_data",2024,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24143,9702,2,74773,NA,208,0.318692460632235,11,"Maasbekken",5.39167379135764,51.1165486051276,c(5.39167379135764, 51.1165486051276)
TRUE,"craywatch_data",2024,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27803,28,1,43428,NA,209,2.95277816659148,2,"Bekken van de Brugse Polders",3.25318769620865,51.1530017023166,c(3.25318769620865, 51.1530017023166)
TRUE,"craywatch_data",2024,2024-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13159,927,1,43039,NA,210,0.441080278665003,2,"Bekken van de Brugse Polders",3.25750289620247,51.1025832023313,c(3.25750289620247, 51.1025832023313)
TRUE,"craywatch_data",2024,2024-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,54716,1,43286,NA,211,0.00449590613902884,2,"Bekken van de Brugse Polders",3.20879299622143,51.174466502306,c(3.20879299622143, 51.174466502306)
TRUE,"craywatch_data",2024,2024-10-08,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18318,NA,NA,83163,"WVLBRU1179",212,0,2,"Bekken van de Brugse Polders",3.19111609622994,51.2167651022923,c(3.19111609622994, 51.2167651022923)
TRUE,"craywatch_data",2024,2024-10-19,NA,NA,NA,NA,NA,0.444444444444444,NA,NA,NA,NA,1,NA,NA,NA,14172,2230,1,50279,NA,213,4.6968764823344,2,"Bekken van de Brugse Polders",3.3394705962058,51.3273390022769,c(3.3394705962058, 51.3273390022769)
TRUE,"craywatch_data",2024,2024-09-27,NA,NA,NA,NA,NA,0.818181818181818,NA,NA,NA,NA,1,NA,NA,NA,1020,2125,1,50283,NA,214,0.00342412867700013,2,"Bekken van de Brugse Polders",3.29889449621595,51.3319846022714,c(3.29889449621595, 51.3319846022714)
